"file","line","pattern","dependency_class","text"
"scripts\v18\v18_3D_R1_official_overlap_fix.py","88","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","ranking = root / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_3D_RAW105_FACTOR_PACK_RANKING.csv"""
"scripts\v18\v18_3D_R1_official_overlap_fix.py","88","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","ranking = root / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_3D_RAW105_FACTOR_PACK_RANKING.csv"""
"scripts\v18\v18_3D_R1_official_overlap_fix.py","412","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","overlap_csv = outdir / ""V18_3D_R1_SHADOW_TOP30_OFFICIAL_OVERLAP.csv"""
"scripts\v18\v18_3D_R1_official_overlap_fix.py","413","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","overlap_md = outdir / ""V18_3D_R1_FACTOR_PACK_OFFICIAL_OVERLAP.md"""
"scripts\v18\v18_3D_R1_official_overlap_fix.py","414","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","top30_md = outdir / ""V18_3D_R1_FACTOR_PACK_TOP30.md"""
"scripts\v18\v18_3D_R1_official_overlap_fix.py","415","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","read_first = outdir / ""V18_3D_R1_READ_FIRST.txt"""
"scripts\v18\v18_3D_R1_official_overlap_fix.py","467","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","read_lines.append(f""V18_3D_R1_STATUS: {status}"")"
"scripts\v18\v18_3D_R1_official_overlap_fix.py","499","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","f""V18_3D_R1_STATUS: {STATUS_FAIL}"","
"scripts\v18\v18_3D_R1_official_overlap_fix.py","507","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","write_text(outdir / ""V18_3D_R1_READ_FIRST.txt"", fail_text)"
"scripts\v18\v18_4A_factor_forward_outcome_tracker.py","24","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"","
"scripts\v18\v18_4A_factor_forward_outcome_tracker.py","25","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"","
"scripts\v18\v18_4A_factor_forward_outcome_tracker.py","26","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_3D_RAW105_FACTOR_PACK_RANKING.csv"","
"scripts\v18\v18_4A_factor_forward_outcome_tracker.py","26","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_3D_RAW105_FACTOR_PACK_RANKING.csv"","
"scripts\v18\v18_4A_factor_forward_outcome_tracker.py","31","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv"","
"scripts\v18\v18_4A_factor_forward_outcome_tracker.py","32","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_3D_RAW105_FACTOR_PACK_VALUES.csv"","
"scripts\v18\v18_4A_factor_forward_outcome_tracker.py","351","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","pack_overlap_names = parse_names(get_key(cockpit_text, ""V18_3D_R2_OVERLAP_NAMES"", """"))"
"scripts\v18\v18_4H_factor_rolling_backtest.py","57","V18_CURRENT_RAW105_FACTOR_PACK_RANKING","UNKNOWN","ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"","
"scripts\v18\v18_4I_backtest_forward_promotion_merge.py","97","V18_CURRENT_FINAL_DAILY","CURRENT_OUTPUT_REFERENCE","ROOT / ""outputs"" / ""v18"" / ""daily_integrated"" / ""V18_CURRENT_FINAL_DAILY.md"","
"src\qutumn\cli\run_daily.py","266","outputs\\v16","UNKNOWN","2. `outputs\\v16\\data\\V16_PRICE_REFRESH_AUDIT.md`"
"src\qutumn\cli\run_daily.py","267","outputs\\v16","UNKNOWN","3. `outputs\\v16\\execution\\V16_EXECUTION_TICKER_SUMMARY.md`"
"src\qutumn\cli\run_daily.py","268","outputs\\v16","UNKNOWN","4. `outputs\\v16\\review\\V16_CANDIDATE_REVIEW.md`"
"src\qutumn\cli\run_daily.py","269","outputs\\v16","UNKNOWN","5. `outputs\\v16\\risk\\V16_EVENT_PRACTICALITY.md`"
"src\qutumn\cli\run_daily.py","270","outputs\\v16","UNKNOWN","6. `outputs\\v16\\risk\\V16_EVENT_CONFIRMATION_HELPER.md`"
"src\qutumn\cli\run_daily.py","271","outputs\\v16","UNKNOWN","7. `outputs\\v16\\risk\\V16_EVENT_CONFIRMATION_WORKFLOW.md`"
"src\qutumn\cli\run_daily.py","272","outputs\\v16","UNKNOWN","8. `outputs\\v16\\positions\\V16_POSITION_REVIEW.md`"
"src\qutumn\cli\run_daily.py","273","outputs\\v16","UNKNOWN","9. `outputs\\v16\\risk\\V16_EVENT_GATE.md`"
"src\qutumn\cli\run_daily.py","274","outputs\\v16","UNKNOWN","10. `outputs\\v16\\risk\\V16_BEHAVIOR_GUARD.md`"
"src\qutumn\cli\run_daily.py","275","outputs\\v16","UNKNOWN","11. `outputs\\v16\\feedback\\V16_TRADE_FEEDBACK.md`"
"src\qutumn\cli\run_daily.py","276","outputs\\v16","UNKNOWN","12. `outputs\\v16\\health\\V16_HEALTH_CHECK.md`"
"src\qutumn\cli\run_price_refresh.py","15","outputs\\v16","UNKNOWN","print(""- audit: outputs\\v16\\data\\V16_PRICE_REFRESH_AUDIT.md"")"
"src\qutumn\cli\run_stable_candidate.py","110","outputs\\v16","UNKNOWN","2. outputs\\v16\\execution\\V16_EXECUTION_TICKER_SUMMARY.md"
"src\qutumn\cli\run_stable_candidate.py","111","outputs\\v16","UNKNOWN","3. outputs\\v16\\positions\\V16_POSITION_REVIEW.md"
"src\qutumn\cli\run_stable_candidate.py","112","outputs\\v16","UNKNOWN","4. outputs\\v16\\risk\\V16_EVENT_GATE.md"
"src\qutumn\cli\run_stable_candidate.py","113","outputs\\v16","UNKNOWN","5. outputs\\v16\\risk\\V16_BEHAVIOR_GUARD.md"
"src\qutumn\cli\run_stable_candidate.py","114","outputs\\v16","UNKNOWN","6. outputs\\v16\\feedback\\V16_TRADE_FEEDBACK.md"
"src\qutumn\cli\run_stable_candidate.py","224","outputs\\v16","UNKNOWN","lines.append(""2. `outputs\\v16\\execution\\V16_EXECUTION_TICKER_SUMMARY.md`"")"
"src\qutumn\cli\run_stable_candidate.py","225","outputs\\v16","UNKNOWN","lines.append(""3. `outputs\\v16\\positions\\V16_POSITION_REVIEW.md`"")"
"src\qutumn\cli\run_stable_candidate.py","226","outputs\\v16","UNKNOWN","lines.append(""4. `outputs\\v16\\risk\\V16_EVENT_GATE.md`"")"
"src\qutumn\cli\run_stable_candidate.py","227","outputs\\v16","UNKNOWN","lines.append(""5. `outputs\\v16\\risk\\V16_BEHAVIOR_GUARD.md`"")"
"src\qutumn\cli\run_stable_candidate.py","228","outputs\\v16","UNKNOWN","lines.append(""6. `outputs\\v16\\feedback\\V16_TRADE_FEEDBACK.md`"")"
"src\v18\factor_lab\run_v18_3A_factor_shadow_daily.py","16","V18_3A","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","OUT_CSV = OUT_DIR / ""V18_3A_FACTOR_SHADOW_DAILY_CURRENT.csv"""
"src\v18\factor_lab\run_v18_3A_factor_shadow_daily.py","17","V18_3A","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","OUT_MD = OUT_DIR / ""V18_3A_FACTOR_SHADOW_DAILY_REPORT.md"""
"src\v18\factor_lab\run_v18_3A_factor_shadow_daily.py","18","V18_3A","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","READ_FIRST = OUT_DIR / ""V18_3A_READ_FIRST.txt"""
"src\v18\factor_lab\run_v18_3A_factor_shadow_daily.py","19","V18_3A","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","AUDIT_CSV = OUT_DIR / ""V18_3A_FACTOR_SHADOW_AUDIT.csv"""
"src\v18\factor_lab\run_v18_3A_factor_shadow_daily.py","20","V18_3A","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","MANIFEST = MANIFEST_DIR / ""V18_3A_FACTOR_SHADOW_DAILY_MANIFEST.csv"""
"src\v18\factor_lab\run_v18_3A_factor_shadow_daily.py","24","V18_3A","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","print(""V18_3A_STATUS: FAIL"")"
"src\v18\factor_lab\run_v18_3A_factor_shadow_daily.py","90","V18_3A","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","lines += [""## 1. Status"", """", ""- V18_3A_STATUS: `OK_FACTOR_SHADOW_DAILY_READY`"", ""- OFFICIAL_DECISION_IMPACT: `NONE`"", ""- PROMOTION_ACTION: `NONE`"", ""- SHADOW_ONLY: `YES`"", """"]"
"src\v18\factor_lab\run_v18_3A_factor_shadow_daily.py","105","V18_3A","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""V18_3A_STATUS: OK_FACTOR_SHADOW_DAILY_READY"","
"src\v18\factor_lab\run_v18_3A_factor_shadow_daily.py","170","V18_3A","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","print(""V18_3A_STATUS: OK_FACTOR_SHADOW_DAILY_READY"")"
"src\v18\factor_lab\run_v18_3B_R2_strict_fallback_compare.py","11","V18_3A","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","SHADOW_CSV = SHADOW_DIR / ""V18_3A_FACTOR_SHADOW_DAILY_CURRENT.csv"""
"src\v18\factor_lab\run_v18_3B_shadow_official_compare.py","14","V18_3A","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","SHADOW_CSV = SHADOW_DIR / ""V18_3A_FACTOR_SHADOW_DAILY_CURRENT.csv"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","2","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""FORM"",""97.142857"",""100.0"",""81.904762"",""5.714286"",""100.0"",""78.095238"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","2","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""FORM"",""97.142857"",""100.0"",""81.904762"",""5.714286"",""100.0"",""78.095238"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","3","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""MCHP"",""89.52381"",""86.746988"",""76.190476"",""10.47619"",""99.047619"",""59.047619"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","3","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""MCHP"",""89.52381"",""86.746988"",""76.190476"",""10.47619"",""99.047619"",""59.047619"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","4","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRWV"",""96.190476"",""98.795181"",""66.666667"",""6.666667"",""98.095238"",""40.952381"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","4","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRWV"",""96.190476"",""98.795181"",""66.666667"",""6.666667"",""98.095238"",""40.952381"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","5","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""POWL"",""86.666667"",""90.361446"",""14.285714"",""15.238095"",""97.142857"",""90.47619"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","5","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""POWL"",""86.666667"",""90.361446"",""14.285714"",""15.238095"",""97.142857"",""90.47619"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","6","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ENTG"",""91.428571"",""95.180723"",""25.714286"",""11.428571"",""96.190476"",""47.619048"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","6","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ENTG"",""91.428571"",""95.180723"",""25.714286"",""11.428571"",""96.190476"",""47.619048"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","7","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CAMT"",""95.238095"",""99.047619"",""97.142857"",""3.809524"",""95.238095"",""43.809524"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","7","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CAMT"",""95.238095"",""99.047619"",""97.142857"",""3.809524"",""95.238095"",""43.809524"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","8","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRDO"",""82.857143"",""92.771084"",""52.380952"",""18.095238"",""94.285714"",""41.904762"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","8","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRDO"",""82.857143"",""92.771084"",""52.380952"",""18.095238"",""94.285714"",""41.904762"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","9","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AMKR"",""76.190476"",""85.542169"",""7.619048"",""24.761905"",""93.333333"",""76.190476"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","9","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AMKR"",""76.190476"",""85.542169"",""7.619048"",""24.761905"",""93.333333"",""76.190476"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","10","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ANET"",""50.47619"",""96.385542"",""88.571429"",""60.0"",""92.380952"",""23.809524"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","10","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ANET"",""50.47619"",""96.385542"",""88.571429"",""60.0"",""92.380952"",""23.809524"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","11","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""TER"",""71.428571"",""93.975904"",""43.809524"",""28.571429"",""91.428571"",""63.809524"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","11","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""TER"",""71.428571"",""93.975904"",""43.809524"",""28.571429"",""91.428571"",""63.809524"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","12","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""LITE"",""14.285714"",""79.518072"",""67.619048"",""85.714286"",""90.47619"",""95.238095"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","12","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""LITE"",""14.285714"",""79.518072"",""67.619048"",""85.714286"",""90.47619"",""95.238095"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","13","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""DELL"",""27.619048"",""77.108434"",""87.619048"",""83.809524"",""89.52381"",""81.904762"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","13","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""DELL"",""27.619048"",""77.108434"",""87.619048"",""83.809524"",""89.52381"",""81.904762"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","14","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""KEYS"",""65.714286"",""53.012048"",""73.333333"",""37.142857"",""88.571429"",""73.333333"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","14","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""KEYS"",""65.714286"",""53.012048"",""73.333333"",""37.142857"",""88.571429"",""73.333333"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","15","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""WDC"",""40.952381"",""81.927711"",""37.142857"",""58.095238"",""87.619048"",""91.428571"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","15","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""WDC"",""40.952381"",""81.927711"",""37.142857"",""58.095238"",""87.619048"",""91.428571"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","16","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SNDK"",""56.190476"",""91.566265"",""45.714286"",""45.714286"",""86.666667"",""98.095238"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","16","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SNDK"",""56.190476"",""91.566265"",""45.714286"",""45.714286"",""86.666667"",""98.095238"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","17","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AMAT"",""31.428571"",""49.39759"",""90.47619"",""82.857143"",""85.714286"",""53.333333"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","17","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AMAT"",""31.428571"",""49.39759"",""90.47619"",""82.857143"",""85.714286"",""53.333333"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","18","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""QCOM"",""79.047619"",""97.590361"",""77.142857"",""20.952381"",""84.761905"",""37.142857"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","18","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""QCOM"",""79.047619"",""97.590361"",""77.142857"",""20.952381"",""84.761905"",""37.142857"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","19","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""INTC"",""40.0"",""87.951807"",""59.047619"",""61.904762"",""83.809524"",""96.190476"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","19","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""INTC"",""40.0"",""87.951807"",""59.047619"",""61.904762"",""83.809524"",""96.190476"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","20","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""KLIC"",""38.095238"",""39.759036"",""79.047619"",""67.619048"",""82.857143"",""84.761905"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","20","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""KLIC"",""38.095238"",""39.759036"",""79.047619"",""67.619048"",""82.857143"",""84.761905"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","21","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""HUBB"",""83.809524"",""87.619048"",""60.952381"",""16.190476"",""81.904762"",""17.142857"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","21","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""HUBB"",""83.809524"",""87.619048"",""60.952381"",""16.190476"",""81.904762"",""17.142857"""
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","22","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""FLR"",""94.285714"",""92.380952"",""99.047619"",""2.857143"",""80.952381"",""13.333333"""
